filepath,ext,type,size,path,ref_date,geo_code,geo_level,file_type,format,projection,geo_coverage,language
lsr_000b16g_f,zip,file,  8.7M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/CT-SR/lsr_000b16g_f.zip,2016,sr_,census tract,cartographic boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,canada,french
lad_000b16g_f,zip,file, 96.76M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/DA-AD/lad_000b16g_f.zip,2016,ad_,dissemination area,cartographic boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,canada,french
lad_000b16g_f,zip,file, 96.76M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/DA-AD/lad_000b16g_f.zip,2016,ad_,dissemination area,cartographic boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,canada,french
lda_000b16g_e,zip,file, 96.73M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/DA-AD/lda_000b16g_e.zip,2016,da_,dissemination area,cartographic boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,canada,english
lda_000b16g_e,zip,file, 96.73M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/DA-AD/lda_000b16g_e.zip,2016,da_,dissemination area,cartographic boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,canada,english
ldb_000b16g_e,zip,file,256.14M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/DB-ID/ldb_000b16g_e.zip,2016,db_,dissemination block,cartographic boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,canada,english
ldb_000b16g_e,zip,file,256.14M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/DB-ID/ldb_000b16g_e.zip,2016,db_,dissemination block,cartographic boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,canada,english
lid_000b16g_f,zip,file,256.16M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/DB-ID/lid_000b16g_f.zip,2016,id_,NA,cartographic boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,canada,french
lid_000b16g_f,zip,file,256.16M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/DB-ID/lid_000b16g_f.zip,2016,id_,NA,cartographic boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,canada,french
ldpl000b16g_e,zip,file,  2.42M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/DPL-LD/ldpl000b16g_e.zip,2016,dpl,designated place,cartographic boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,canada,english
ldpl000b16g_e,zip,file,  2.42M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/DPL-LD/ldpl000b16g_e.zip,2016,dpl,designated place,cartographic boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,canada,english
lld_000b16g_f,zip,file,  2.43M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/DPL-LD/lld_000b16g_f.zip,2016,ld_,designated place,cartographic boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,canada,french
lld_000b16g_f,zip,file,  2.43M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/DPL-LD/lld_000b16g_f.zip,2016,ld_,designated place,cartographic boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,canada,french
leco000e16g_f,zip,file, 79.13M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/ECU-ECO/leco000e16g_f.zip,2016,eco,population ecumene census division cartographic,ecumene,Geography Markup Language (.gml),projection in Lambert conformal conic,canada,french
leco000e16g_f,zip,file, 79.13M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/ECU-ECO/leco000e16g_f.zip,2016,eco,population ecumene census division cartographic,ecumene,Geography Markup Language (.gml),projection in Lambert conformal conic,canada,french
lecu000e16g_e,zip,file, 79.12M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/ECU-ECO/lecu000e16g_e.zip,2016,ecu,population ecumene census division cartographic,ecumene,Geography Markup Language (.gml),projection in Lambert conformal conic,canada,english
lecu000e16g_e,zip,file, 79.12M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/ECU-ECO/lecu000e16g_e.zip,2016,ecu,population ecumene census division cartographic,ecumene,Geography Markup Language (.gml),projection in Lambert conformal conic,canada,english
ler_000b16g_e,zip,file, 31.13M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/ER-RE/ler_000b16g_e.zip,2016,er_,economic region,cartographic boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,canada,english
ler_000b16g_e,zip,file, 31.13M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/ER-RE/ler_000b16g_e.zip,2016,er_,economic region,cartographic boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,canada,english
lre_000b16g_f,zip,file, 31.14M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/ER-RE/lre_000b16g_f.zip,2016,re_,economic region,cartographic boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,canada,french
lre_000b16g_f,zip,file, 31.14M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/ER-RE/lre_000b16g_f.zip,2016,re_,economic region,cartographic boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,canada,french
lcef000b16g_f,zip,file, 33.23M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/FED-CEF/lcef000b16g_f.zip,2016,cef,federal electoral district,cartographic boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,canada,french
lcef000b16g_f,zip,file, 33.23M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/FED-CEF/lcef000b16g_f.zip,2016,cef,federal electoral district,cartographic boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,canada,french
lfed000b16g_e,zip,file, 33.21M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/FED-CEF/lfed000b16g_e.zip,2016,fed,federal electoral district,cartographic boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,canada,english
lfed000b16g_e,zip,file, 33.21M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/FED-CEF/lfed000b16g_e.zip,2016,fed,federal electoral district,cartographic boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,canada,english
lfsa000b16g_e,zip,file, 44.62M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/FSA-RTA/lfsa000b16g_e.zip,2016,fsa,census forward sortation area,cartographic boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,canada,english
lrta000b16g_f,zip,file, 44.63M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/FSA-RTA/lrta000b16g_f.zip,2016,rta,census forward sortation area,cartographic boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,canada,french
lhy_000c16g_e,zip,file,151.77M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/HYDRO/lhy_000c16g_e.zip,2016,hy_,NA,interior lakes and rivers hydrographic reference file (polygon),Geography Markup Language (.gml),projection in Lambert conformal conic,canada,english
lhy_000c16g_e,zip,file,151.77M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/HYDRO/lhy_000c16g_e.zip,2016,hy_,NA,interior lakes and rivers hydrographic reference file (polygon),Geography Markup Language (.gml),projection in Lambert conformal conic,canada,english
lhy_000c16g_f,zip,file,151.76M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/HYDRO/lhy_000c16g_f.zip,2016,hy_,NA,interior lakes and rivers hydrographic reference file (polygon),Geography Markup Language (.gml),projection in Lambert conformal conic,canada,french
lhy_000c16g_f,zip,file,151.76M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/HYDRO/lhy_000c16g_f.zip,2016,hy_,NA,interior lakes and rivers hydrographic reference file (polygon),Geography Markup Language (.gml),projection in Lambert conformal conic,canada,french
lhy_000d16g_e,zip,file, 54.02M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/HYDRO/lhy_000d16g_e.zip,2016,hy_,NA,interior rivers hydrographic reference file (line),Geography Markup Language (.gml),projection in Lambert conformal conic,canada,english
lhy_000d16g_e,zip,file, 54.02M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/HYDRO/lhy_000d16g_e.zip,2016,hy_,NA,interior rivers hydrographic reference file (line),Geography Markup Language (.gml),projection in Lambert conformal conic,canada,english
lhy_000d16g_f,zip,file, 54.02M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/HYDRO/lhy_000d16g_f.zip,2016,hy_,NA,interior rivers hydrographic reference file (line),Geography Markup Language (.gml),projection in Lambert conformal conic,canada,french
lhy_000d16g_f,zip,file, 54.02M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/HYDRO/lhy_000d16g_f.zip,2016,hy_,NA,interior rivers hydrographic reference file (line),Geography Markup Language (.gml),projection in Lambert conformal conic,canada,french
lhy_000h16g_e,zip,file, 44.86M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/HYDRO/lhy_000h16g_e.zip,2016,hy_,NA,"hydrographic coverage of Great Lakes, St. Lawrence River and surrounding oceans",Geography Markup Language (.gml),projection in Lambert conformal conic,canada,english
lhy_000h16g_e,zip,file, 44.86M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/HYDRO/lhy_000h16g_e.zip,2016,hy_,NA,"hydrographic coverage of Great Lakes, St. Lawrence River and surrounding oceans",Geography Markup Language (.gml),projection in Lambert conformal conic,canada,english
lhy_000h16g_f,zip,file, 44.88M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/HYDRO/lhy_000h16g_f.zip,2016,hy_,NA,"hydrographic coverage of Great Lakes, St. Lawrence River and surrounding oceans",Geography Markup Language (.gml),projection in Lambert conformal conic,canada,french
lhy_000h16g_f,zip,file, 44.88M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/HYDRO/lhy_000h16g_f.zip,2016,hy_,NA,"hydrographic coverage of Great Lakes, St. Lawrence River and surrounding oceans",Geography Markup Language (.gml),projection in Lambert conformal conic,canada,french
lcp_000b16g_f,zip,file,  4.02M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/PC-CP/lcp_000b16g_f.zip,2016,cp_,population centre,cartographic boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,canada,french
lcp_000b16g_f,zip,file,  4.02M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/PC-CP/lcp_000b16g_f.zip,2016,cp_,population centre,cartographic boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,canada,french
lpc_000b16g_e,zip,file,  4.01M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/PC-CP/lpc_000b16g_e.zip,2016,pc_,population centre,cartographic boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,canada,english
lpc_000b16g_e,zip,file,  4.01M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/PC-CP/lpc_000b16g_e.zip,2016,pc_,population centre,cartographic boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,canada,english
lpr_000b16g_e,zip,file, 28.9M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/PR-PR/lpr_000b16g_e.zip,2016,pr_,province and territory,cartographic boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,canada,english
lpr_000b16g_e,zip,file, 28.9M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/PR-PR/lpr_000b16g_e.zip,2016,pr_,province and territory,cartographic boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,canada,english
lpr_000b16g_f,zip,file, 28.91M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/PR-PR/lpr_000b16g_f.zip,2016,pr_,province and territory,cartographic boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,canada,french
lpr_000b16g_f,zip,file, 28.91M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/CBF/PR-PR/lpr_000b16g_f.zip,2016,pr_,province and territory,cartographic boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,canada,french
lada000a16g_e,zip,file, 18.64M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/DBF/ADA-ADA/lada000a16g_e.zip,2016,ada,aggregate dissemination area,digital boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,canada,english
lada000a16g_e,zip,file, 18.64M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/DBF/ADA-ADA/lada000a16g_e.zip,2016,ada,aggregate dissemination area,digital boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,canada,english
lada000a16g_f,zip,file, 18.54M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/DBF/ADA-ADA/lada000a16g_f.zip,2016,ada,aggregate dissemination area,digital boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,canada,french
lada000a16g_f,zip,file, 18.54M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/DBF/ADA-ADA/lada000a16g_f.zip,2016,ada,aggregate dissemination area,digital boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,canada,french
lcar000a16g_e,zip,file,  3.89M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/DBF/CAR-RAR/lcar000a16g_e.zip,2016,car,census agricultural region,digital boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,canada,english
lcar000a16g_e,zip,file,  3.89M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/DBF/CAR-RAR/lcar000a16g_e.zip,2016,car,census agricultural region,digital boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,canada,english
lrar000a16g_f,zip,file,  3.89M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/DBF/CAR-RAR/lrar000a16g_f.zip,2016,rar,census agricultural region,digital boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,canada,french
lrar000a16g_f,zip,file,  3.89M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/DBF/CAR-RAR/lrar000a16g_f.zip,2016,rar,census agricultural region,digital boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,canada,french
lccs000a16g_e,zip,file, 16.88M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/DBF/CCS-SRU/lccs000a16g_e.zip,2016,ccs,census consolidated subdivision,digital boundary file,Geography Markup Language (.gml),projection in Lambert conformal conic,canada,english
